id,brand_name,season,title,cover_image,show_url,year,category,created_at,updated_at
24,Alberta Ferretti,Fall 2016,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
25,Alberta Ferretti,Spring 2017,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
26,Alberta Ferretti,Fall 2017,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
27,Alberta Ferretti,Spring 2018,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
28,Alberta Ferretti,Fall 2018,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
29,Alberta Ferretti,Spring 2019,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
30,Alberta Ferretti,Fall 2019,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
31,Alberta Ferretti,Spring 2020,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
32,Alberta Ferretti,Fall 2020,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
33,Alberta Ferretti,Spring 2021,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
34,Alberta Ferretti,Fall 2021,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
35,Alberta Ferretti,Spring 2022,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2022,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
36,Alberta Ferretti,Fall 2022,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2022,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
37,Alberta Ferretti,Spring 2023,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2023,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
38,Alberta Ferretti,Fall 2023,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2023,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
39,Alberta Ferretti,Fall 2024 Ready To Wear,Alberta Ferretti,https://assets.vogue.com/photos/65d64650d01a79ff2a6f867c/16:9/pass/00001-alberta-ferretti-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/alberta-ferretti,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
40,Alberta Ferretti,Spring 2024,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
41,Alberta Ferretti,Fall 2024,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
42,Alberta Ferretti,Fall 2025 Ready To Wear,Alberta Ferretti,https://assets.vogue.com/photos/67be2a8ac9fe254958d40114/16:9/pass/00001-alberta-ferretti-fall-2025-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/alberta-ferretti,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
43,Alberta Ferretti,Spring 2025,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
44,Alberta Ferretti,Fall 2025,Alberta Ferretti,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
45,Alexander McQueen,Spring 2016,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
46,Alexander McQueen,Fall 2016,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
47,Alexander McQueen,Spring 2017,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
48,Alexander McQueen,Fall 2017,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
49,Alexander McQueen,Spring 2018,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
50,Alexander McQueen,Fall 2018,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
51,Alexander McQueen,Spring 2019,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
52,Alexander McQueen,Fall 2019,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
53,Alexander McQueen,Spring 2020,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
54,Alexander McQueen,Fall 2020,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
55,Alexander McQueen,Spring 2021,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
56,Alexander McQueen,Fall 2021,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
57,Alexander McQueen,Spring 2022,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2022,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
58,Alexander McQueen,Fall 2022,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2022,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
59,Alexander McQueen,Spring 2023,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2023,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
60,Alexander McQueen,Fall 2023,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2023,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
61,Alexander McQueen,Fall 2024 Ready To Wear,McQueen,https://assets.vogue.com/photos/65e3af348fce6647e6d3a3f7/16:9/pass/00001-alexander-mcqueen-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/alexander-mcqueen,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
62,Alexander McQueen,Spring 2024,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2024,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
63,Alexander McQueen,Fall 2024,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2024,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
64,Alexander McQueen,Fall 2025 Ready To Wear,McQueen,https://assets.vogue.com/photos/67ccb0a380e8bc60a5045103/16:9/pass/00001-alexander-mcqueen-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/alexander-mcqueen,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
65,Alexander McQueen,Spring 2025,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2025,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
66,Alexander McQueen,Fall 2025,Alexander McQueen,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2025,Couture,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
67,Alexander Wang,Spring 2016,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
68,Alexander Wang,Fall 2016,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
69,Alexander Wang,Spring 2017,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
70,Alexander Wang,Fall 2017,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
71,Alexander Wang,Spring 2018,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
72,Alexander Wang,Fall 2018,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
73,Alexander Wang,Spring 2019,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
74,Alexander Wang,Fall 2019,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
75,Alexander Wang,Spring 2020,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
76,Alexander Wang,Fall 2020,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
77,Alexander Wang,Spring 2021,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
78,Alexander Wang,Fall 2021,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
79,Alexander Wang,Spring 2022,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2022,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
80,Alexander Wang,Fall 2022,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2022,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
81,Alexander Wang,Spring 2023,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2023,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
82,Alexander Wang,Fall 2023,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2023,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
83,Alexander Wang,Fall 2024 Ready To Wear,Alexander Wang,https://assets.vogue.com/photos/66b4904a5552fa386f05b66e/16:9/pass/00001-alexander-wang-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/alexander-wang,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
84,Alexander Wang,Spring 2024,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
85,Alexander Wang,Fall 2024,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
86,Alexander Wang,Fall 2025 Ready To Wear,Alexander Wang,https://assets.vogue.com/photos/68a344a77931d05bbdae06eb/16:9/pass/00001-alexander-wang-fall-2025-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/alexander-wang,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
87,Alexander Wang,Spring 2025,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
88,Alexander Wang,Fall 2025,Alexander Wang,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
89,Altuzarra,Spring 2016,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
90,Altuzarra,Fall 2016,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
91,Altuzarra,Spring 2017,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
92,Altuzarra,Fall 2017,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
93,Altuzarra,Spring 2018,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
94,Altuzarra,Fall 2018,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
95,Altuzarra,Spring 2019,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
96,Altuzarra,Fall 2019,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
97,Altuzarra,Spring 2020,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
98,Altuzarra,Fall 2020,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
99,Altuzarra,Spring 2021,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
100,Altuzarra,Fall 2021,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
101,Altuzarra,Spring 2022,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2022,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
102,Altuzarra,Fall 2022,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2022,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
103,Altuzarra,Spring 2023,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2023,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
104,Altuzarra,Fall 2023,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2023,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
105,Altuzarra,Fall 2024 Ready To Wear,Altuzarra,https://assets.vogue.com/photos/65c9750a02ab56c91ad59bf4/16:9/pass/00001-altuzarra-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/altuzarra,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
106,Altuzarra,Spring 2024,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
107,Altuzarra,Fall 2024,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2024,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
108,Altuzarra,Fall 2025 Ready To Wear,Altuzarra,https://assets.vogue.com/photos/67aa2f90ca46022409a22da1/16:9/pass/00001-altuzarra-fall-2025-ready-to-wear-credit-su-mustecaplioglu-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/altuzarra,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
109,Altuzarra,Spring 2025,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
110,Altuzarra,Fall 2025,Altuzarra,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2025,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
111,Amiri,Spring 2016,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
112,Amiri,Fall 2016,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2016,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
113,Amiri,Spring 2017,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
114,Amiri,Fall 2017,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2017,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
115,Amiri,Spring 2018,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
116,Amiri,Fall 2018,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2018,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
117,Amiri,Spring 2019,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
118,Amiri,Fall 2019,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2019,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
119,Amiri,Spring 2020,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
120,Amiri,Fall 2020,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2020,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
121,Amiri,Spring 2021,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
122,Amiri,Fall 2021,Amiri,https://placeholder.com/fashion-show-image,https://placeholder.com/fashion-show-url,2021,Ready-to-Wear,2026-01-17 10:57:21.087353+00,2026-01-17 10:57:21.087353+00
